"","Temps","Prix"
"1",0,100
"2",0.000719988132698157,100
"3",0.000719988132698157,100.162025133946
"4",1.14595797191896,100.162025133946
"5",1.14595797191896,100.824966046001
"6",1.32784224547605,100.824966046001
"7",1.32784224547605,100.727669883526
"8",1.66113207980994,100.727669883526
"9",1.66113207980994,100.928786894497
"10",5.34359820315648,100.928786894497
"11",5.34359820315648,100.930760681521
"12",5.84363304016895,100.930760681521
"13",5.84363304016895,100.730181698112
"14",6.15648892946118,100.730181698112
"15",6.15648892946118,100.631014880029
"16",6.32331095646652,100.631014880029
"17",6.32331095646652,100.636969437846
"18",6.82272960818223,100.636969437846
"19",6.82272960818223,100.835346546454
"20",7.1311000052793,100.835346546454
"21",7.1311000052793,100.592691099354
"22",7.13428116885096,100.592691099354
"23",7.13428116885096,100.436163882211
"24",7.15041865102238,100.436163882211
"25",7.15041865102238,100.489739843708
"26",7.37590196884696,100.489739843708
"27",7.37590196884696,100.669561608621
"28",7.67012042614077,100.669561608621
"29",7.67012042614077,100.613746497844
"30",7.76821099233034,100.613746497844
"31",7.76821099233034,100.178730988894
"32",7.77034543061228,100.178730988894
"33",7.77034543061228,100.509149284046
"34",7.82281619922248,100.509149284046
"35",7.82281619922248,100.683911259243
"36",8.04312131466111,100.683911259243
"37",8.04312131466111,101.01759140828
"38",8.22654658399415,101.01759140828
"39",8.22654658399415,101.197676819293
"40",8.97808851109157,101.197676819293
"41",8.97808851109157,101.453696458073
"42",8.99844862387488,101.453696458073
"43",8.99844862387488,101.934975198409
"44",9.10158323696821,101.934975198409
"45",9.10158323696821,101.72587195009
"46",9.10159325487976,101.72587195009
"47",9.10159325487976,101.91928701266
"48",11.3702138534419,101.91928701266
"49",11.3702138534419,101.730100587102
"50",12.7190026574907,101.730100587102
"51",12.7190026574907,101.470407434547
"52",14.7009751737469,101.470407434547
"53",14.7009751737469,101.347921721727
"54",15.2352816726132,101.347921721727
"55",15.2352816726132,101.234212821188
"56",15.2644954485092,101.234212821188
"57",15.2644954485092,101.570166975435
"58",15.8527144569417,101.570166975435
"59",15.8527144569417,101.587485754386
"60",15.8914514079836,101.587485754386
"61",15.8914514079836,102.148749375339
"62",16.0301926022572,102.148749375339
"63",16.0301926022572,102.305931450697
"64",16.0578441244736,102.305931450697
"65",16.0578441244736,102.398414860262
"66",16.0766904077548,102.398414860262
"67",16.0766904077548,102.658165861338
"68",16.7413180703984,102.658165861338
"69",16.7413180703984,102.523130320799
"70",18.271984917225,102.523130320799
"71",18.271984917225,102.687238702931
"72",19.6897428652268,102.687238702931
"73",19.6897428652268,102.596982612121
"74",20.1735754346584,102.596982612121
"75",20.1735754346584,102.318557290302
"76",20.1741188062209,102.318557290302
"77",20.1741188062209,102.711577019815
"78",20.1741192902794,102.711577019815
"79",20.1741192902794,102.526878214741
"80",20.1985626287109,102.526878214741
"81",20.1985626287109,102.705297508211
"82",20.2156223868917,102.705297508211
"83",20.2156223868917,102.584608614598
"84",20.458788632231,102.584608614598
"85",20.458788632231,102.364038199106
"86",21.7923326055737,102.364038199106
"87",21.7923326055737,102.022317391175
"88",21.8379790276113,102.022317391175
"89",21.8379790276113,101.996362079192
"90",21.8395357305824,101.996362079192
"91",21.8395357305824,101.842620315322
"92",21.9614430379367,101.842620315322
"93",21.9614430379367,101.898019701615
"94",23.5081676146297,101.898019701615
"95",23.5081676146297,101.728369488738
"96",23.5593423841574,101.728369488738
"97",23.5593423841574,101.656217095133
"98",24.9223916874489,101.656217095133
"99",24.9223916874489,101.088075157866
"100",24.9523379971733,101.088075157866
"101",24.9523379971733,101.073780971747
"102",26.7149409950213,101.073780971747
"103",26.7149409950213,101.65478648016
"104",28.6924866961458,101.65478648016
"105",28.6924866961458,101.46931044942
"106",29.0133116134858,101.46931044942
"107",29.0133116134858,101.389932120955
"108",29.4708992825933,101.389932120955
"109",29.4708992825933,101.351870182856
"110",29.5454979873755,101.351870182856
"111",29.5454979873755,101.025498031558
"112",29.5903209678279,101.025498031558
"113",29.5903209678279,100.991189778656
"114",30.1921688244166,100.991189778656
"115",30.1921688244166,100.786094701358
"116",32.0648322389694,100.786094701358
"117",32.0648322389694,100.341812622297
"118",32.2955952856784,100.341812622297
"119",32.2955952856784,100.449008713116
"120",32.4834501207111,100.449008713116
"121",32.4834501207111,100.397845022733
"122",32.4972106473332,100.397845022733
"123",32.4972106473332,100.330428742282
"124",33.4858066962176,100.330428742282
"125",33.4858066962176,100.569436897857
"126",33.6630777099852,100.569436897857
"127",33.6630777099852,100.520758293708
"128",33.6732873726573,100.520758293708
"129",33.6732873726573,100.363460833222
"130",33.6782361362639,100.363460833222
"131",33.6782361362639,100.758877458567
"132",34.1195134178812,100.758877458567
"133",34.1195134178812,100.158051658509
"134",35.4397604813055,100.158051658509
"135",35.4397604813055,99.9445409143547
"136",36.0622421404576,99.9445409143547
"137",36.0622421404576,99.7834018771209
"138",36.1425092803494,99.7834018771209
"139",36.1425092803494,99.9209750399512
"140",36.477138355161,99.9209750399512
"141",36.477138355161,99.6612981599757
"142",36.6400398933603,99.6612981599757
"143",36.6400398933603,99.6416022490182
"144",36.6500202462516,99.6416022490182
"145",36.6500202462516,99.0609287896255
"146",37.0133571920176,99.0609287896255
"147",37.0133571920176,98.9634260068622
"148",37.9727285782478,98.9634260068622
"149",37.9727285782478,98.5195069326089
"150",38.0637484850072,98.5195069326089
"151",38.0637484850072,98.4313722197006
"152",40.3397903590365,98.4313722197006
"153",40.3397903590365,98.6796735697588
"154",40.3399975900068,98.6796735697588
"155",40.3399975900068,98.6573335710121
"156",40.3580510026491,98.6573335710121
"157",40.3580510026491,98.5277481167292
"158",40.8541127622594,98.5277481167292
"159",40.8541127622594,98.8588656206599
"160",40.8562539388624,98.8588656206599
"161",40.8562539388624,99.3204774038521
"162",40.8798921675571,99.3204774038521
"163",40.8798921675571,99.4701709461309
"164",41.5129991617353,99.4701709461309
"165",41.5129991617353,99.3795980477816
"166",41.5240693610811,99.3795980477816
"167",41.5240693610811,99.586558291884
"168",41.845732870841,99.586558291884
"169",41.845732870841,99.5932057247737
"170",42.6167095106289,99.5932057247737
"171",42.6167095106289,99.6024459390569
"172",42.6221083313092,99.6024459390569
"173",42.6221083313092,99.5830947237184
"174",42.7538811241523,99.5830947237184
"175",42.7538811241523,99.4416634722
"176",42.8172582265542,99.4416634722
"177",42.8172582265542,99.4935661760613
"178",42.8245945531865,99.4935661760613
"179",42.8245945531865,99.1705444628276
"180",42.8596968853159,99.1705444628276
"181",42.8596968853159,99.1654296753911
"182",43.8646605321094,99.1654296753911
"183",43.8646605321094,99.4481810978207
"184",43.9507325732908,99.4481810978207
"185",43.9507325732908,99.8237953404081
"186",44.9348311313217,99.8237953404081
"187",44.9348311313217,99.5830836553512
"188",44.9727914107315,99.5830836553512
"189",44.9727914107315,99.3807356890061
"190",45.0119383841678,99.3807356890061
"191",45.0119383841678,99.7757717430826
"192",45.0132631076167,99.7757717430826
"193",45.0132631076167,99.7121815255067
"194",45.2900938316073,99.7121815255067
"195",45.2900938316073,99.5219937094718
"196",45.2965785915418,99.5219937094718
"197",45.2965785915418,99.8615396977596
"198",45.4739102668492,99.8615396977596
"199",45.4739102668492,100.025617232359
"200",46.024060358217,100.025617232359
"201",46.024060358217,100.05222099957
"202",46.1121099261557,100.05222099957
"203",46.1121099261557,100.005245395173
"204",46.1143366010321,100.005245395173
"205",46.1143366010321,100.337623287571
"206",46.3116587452357,100.337623287571
"207",46.3116587452357,100.211327139594
"208",46.7639250064278,100.211327139594
"209",46.7639250064278,100.215024192824
"210",47.2491650785816,100.215024192824
"211",47.2491650785816,100.400902925792
"212",47.9276668600945,100.400902925792
"213",47.9276668600945,100.408513111695
"214",47.9283426759815,100.408513111695
"215",47.9283426759815,100.519121157885
"216",48.0854129467997,100.519121157885
"217",48.0854129467997,100.525838384374
"218",48.8176060710966,100.525838384374
"219",48.8176060710966,100.181203623532
"220",49.1562237847937,100.181203623532
"221",49.1562237847937,99.8113481585399
"222",49.5821452743037,99.8113481585399
"223",49.5821452743037,99.475617756969
"224",50.1501457821589,99.475617756969
"225",50.1501457821589,99.6057792170918
"226",50.3850067979033,99.6057792170918
"227",50.3850067979033,99.7463794202741
"228",50.4004729218816,99.7463794202741
"229",50.4004729218816,100.025583936126
"230",50.413001865463,100.025583936126
"231",50.413001865463,100.055494869298
"232",50.4885913344814,100.055494869298
"233",50.4885913344814,99.831179623552
"234",50.5349510768367,99.831179623552
"235",50.5349510768367,99.6016230412913
"236",50.6893444917358,99.6016230412913
"237",50.6893444917358,99.4210038511918
"238",52.4655880980322,99.4210038511918
"239",52.4655880980322,99.0824632541606
"240",52.50275937663,99.0824632541606
"241",52.50275937663,99.2310512780639
"242",52.6809807350118,99.2310512780639
"243",52.6809807350118,99.1998040168633
"244",53.9820251596862,99.1998040168633
"245",53.9820251596862,98.7167717316166
"246",56.1783575050804,98.7167717316166
"247",56.1783575050804,98.81457772695
"248",56.5407342516267,98.81457772695
"249",56.5407342516267,98.7561390235546
"250",57.1339157964347,98.7561390235546
"251",57.1339157964347,98.6980388194377
"252",57.2283331411447,98.6980388194377
"253",57.2283331411447,98.7517170237811
"254",57.2604403521564,98.7517170237811
"255",57.2604403521564,98.7158974336602
"256",57.3229048738097,98.7158974336602
"257",57.3229048738097,98.3217019981636
"258",57.4176274575992,98.3217019981636
"259",57.4176274575992,97.8149616102364
